image_name,resized_size,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,aspect_ratio
Image_4350,384,16,31,22,2.16,1.94
Image_4349,384,25,21,23,2.03,0.84
Image_4348,384,28,19,23,3.19,0.68
Image_4347,384,7,11,9,2.16,1.57
Image_4346,384,56,34,44,3.2,0.61
Image_4345,384,26,29,27,2.67,1.12
Image_4344,384,30,40,35,3.21,1.33
Image_4343,384,9,22,14,2.05,2.44
Image_4342,384,35,28,31,3.08,0.8
Image_4341,384,15,14,14,2.36,0.93
Image_4340,384,31,44,37,3.16,1.42
Image_4339,384,32,30,31,1.54,0.94
Image_4338,384,20,16,18,1.92,0.8
Image_4337,384,18,22,20,1.58,1.22
Image_4336,384,21,23,22,2.03,1.1
Image_4335,384,28,40,33,1.92,1.43
Image_4334,384,41,43,42,2.92,1.05
Image_4333,384,27,32,29,1.33,1.19
Image_4332,384,48,41,44,3.65,0.85
Image_4331,384,65,43,53,2.23,0.66
Image_4330,384,28,26,27,2.45,0.93
Image_4329,384,26,16,20,1.13,0.62
Image_4328,384,18,28,22,1.72,1.56
Image_4327,384,58,37,46,6.96,0.64
Image_4326,384,41,45,43,2.5,1.1
Image_4325,384,72,61,66,3.61,0.85
Image_4324,384,41,27,33,3.27,0.66
Image_4323,384,26,61,40,2.61,2.35
Image_4322,384,14,14,14,1.89,1.0
Image_4321,384,5,10,7,1.48,2.0
Image_4320,384,52,32,41,2.87,0.62
Image_4319,384,60,71,65,4.95,1.18
Image_4318,384,21,32,26,2.01,1.52
Image_4317,384,21,30,25,2.58,1.43
Image_4316,384,19,33,25,3.54,1.74
Image_4314,384,32,28,30,2.64,0.88
Image_4313,384,48,84,63,3.73,1.75
Image_4312,384,93,65,78,2.27,0.7
Image_4311,384,52,52,52,4.24,1.0
Image_4310,384,62,80,70,3.92,1.29
Image_4309,384,60,45,52,3.89,0.75
Image_4308,384,135,89,110,4.96,0.66
Image_4307,384,56,85,69,4.33,1.52
Image_4306,384,106,79,92,2.26,0.75
Image_4282,384,96,63,78,3.51,0.66
Image_4281,384,68,38,51,3.01,0.56
Image_4280,384,80,76,78,2.04,0.95
Image_4278,384,70,72,71,2.22,1.03
Image_4277,384,74,51,61,2.75,0.69
Image_4276,384,83,107,94,3.29,1.29
Image_4275,384,90,77,83,3.17,0.86
Image_4274,384,56,56,56,2.06,1.0
Image_4273,384,70,36,50,2.19,0.51
Image_4272,384,74,73,73,3.39,0.99
Image_4271,384,56,55,55,1.85,0.98
Image_4270,384,31,44,37,1.44,1.42
Image_4269,384,107,77,91,3.22,0.72
Image_4268,384,143,61,93,6.56,0.43
Image_4267,384,68,58,63,1.49,0.85
Image_4266,384,75,60,67,3.52,0.8
Image_4265,384,41,25,32,2.32,0.61
Image_4264,384,56,85,69,2.75,1.52
Image_4263,384,22,19,20,2.39,0.86
Image_4262,384,55,75,64,3.08,1.36
Image_4261,384,48,31,39,1.92,0.65
Image_4260,384,124,91,106,3.68,0.73
Image_4259,384,39,23,30,2.61,0.59
Image_4258,384,68,33,47,1.6,0.49
Image_4256,384,88,90,89,2.12,1.02
Image_4255,384,57,31,42,2.22,0.54
Image_4254,384,68,69,68,1.96,1.01
Image_4253,384,55,39,46,2.19,0.71
Image_4252,384,70,86,78,4.01,1.23
Image_4251,384,69,54,61,4.62,0.78
Image_4250,384,76,49,61,2.46,0.64
Image_4249,384,62,40,50,3.24,0.65
Image_4248,384,69,41,53,3.22,0.59
Image_4247,384,105,79,91,2.32,0.75
Image_4246,384,76,98,86,4.12,1.29
Image_4245,384,43,34,38,2.57,0.79
Image_4244,384,61,62,61,2.71,1.02
Image_4243,384,75,76,75,3.03,1.01
Image_4241,384,60,90,73,2.01,1.5
Image_4240,384,71,71,71,2.04,1.0
Image_4239,384,72,71,71,2.73,0.99
Image_4238,384,75,73,74,2.84,0.97
Image_4237,384,45,46,45,3.0,1.02
Image_4236,384,60,42,50,2.55,0.7
Image_4235,384,69,51,59,3.35,0.74
Image_4234,384,89,67,77,3.05,0.75
Image_4233,384,75,48,60,3.66,0.64
Image_4232,384,67,65,66,3.09,0.97
Image_4231,384,52,76,63,2.83,1.46
Image_4230,384,106,90,98,3.97,0.85
Image_4229,384,78,115,95,2.13,1.47
Image_4228,384,84,61,72,1.78,0.73
Image_4227,384,63,152,98,5.48,2.41
Image_4226,384,79,50,63,2.08,0.63
Image_4225,384,77,109,92,4.12,1.42
Image_4224,384,108,72,88,6.16,0.67
Image_4223,384,64,79,71,4.37,1.23
Image_4222,384,136,76,102,3.03,0.56
Image_4221,384,74,127,97,3.35,1.72
Image_4220,384,114,81,96,6.1,0.71
Image_4219,384,86,85,85,3.31,0.99
Image_4218,384,118,81,98,2.88,0.69
Image_4217,384,114,153,132,3.25,1.34
Image_4216,384,77,87,82,1.86,1.13
Image_4215,384,91,82,86,5.88,0.9
Image_4214,384,60,89,73,1.77,1.48
Image_4213,384,84,24,45,3.13,0.29
Image_4212,384,100,68,82,2.76,0.68
Image_4210,384,106,67,84,1.89,0.63
Image_4209,384,128,75,98,5.72,0.59
Image_4208,384,86,114,99,2.49,1.33
Image_4207,384,62,81,71,2.21,1.31
Image_4206,384,41,62,50,3.2,1.51
Image_4205,384,116,80,96,2.56,0.69
Image_4204,384,79,89,84,3.63,1.13
Image_4203,384,90,64,76,2.4,0.71
Image_4202,384,114,92,102,4.77,0.81
Image_4201,384,92,109,100,2.87,1.18
Image_4200,384,83,46,62,3.08,0.55
Image_4199,384,90,81,85,6.45,0.9
Image_4197,384,47,86,64,2.74,1.83
Image_4196,384,50,51,50,3.19,1.02
Image_4194,384,76,52,63,4.14,0.68
Image_4193,384,92,78,85,3.11,0.85
Image_4192,384,74,78,76,5.23,1.05
Image_4191,384,57,30,41,4.87,0.53
Image_4190,384,78,102,89,2.92,1.31
Image_4189,384,77,77,77,5.5,1.0
Image_4188,384,28,39,33,2.9,1.39
Image_4187,384,28,30,29,1.13,1.07
Image_4186,384,28,45,35,2.14,1.61
Image_4185,384,45,18,28,4.01,0.4
Image_4184,384,26,16,20,1.44,0.62
Image_4183,384,74,81,77,3.39,1.09
Image_4182,384,80,83,81,4.25,1.04
Image_4181,384,53,76,63,2.68,1.43
Image_4180,384,27,42,34,2.89,1.56
Image_4179,384,45,66,54,3.32,1.47
Image_4178,384,69,44,55,2.73,0.64
Image_4177,384,24,36,29,2.13,1.5
Image_4162,384,63,44,53,3.03,0.7
Image_4161,384,41,62,50,5.49,1.51
Image_4160,384,24,33,28,1.7,1.38
Image_4159,384,49,42,45,1.76,0.86
Image_4158,384,27,84,48,2.84,3.11
Image_4157,384,76,65,70,4.1,0.86
Image_4156,384,44,53,48,0.69,1.2
Image_4154,384,46,33,39,3.84,0.72
Image_4153,384,55,68,61,2.33,1.24
Image_4152,384,70,42,54,3.15,0.6
Image_4151,384,78,51,63,2.84,0.65
Image_4149,384,70,66,68,6.48,0.94
Image_4148,384,50,52,51,4.32,1.04
Image_4147,384,55,52,53,3.88,0.95
Image_4146,384,42,30,35,2.49,0.71
Image_4145,384,136,67,95,5.25,0.49
Image_4144,384,61,97,77,2.83,1.59
Image_4142,384,108,79,92,6.12,0.73
Image_4140,384,290,44,113,11.93,0.15
Image_4136,384,66,67,66,1.69,1.02
Image_4135,384,39,38,38,1.86,0.97
Image_4134,384,57,62,59,1.28,1.09
Image_4133,384,36,34,35,1.48,0.94
Image_4132,384,60,64,62,1.33,1.07
Image_4130,384,21,14,17,1.72,0.67
Image_4129,384,61,57,59,3.42,0.93
Image_4128,384,10,10,10,0.69,1.0
Image_4127,384,66,65,65,1.37,0.98
Image_4126,384,109,61,82,1.62,0.56
Image_4125,384,36,25,30,2.72,0.69
Image_4124,384,33,33,33,1.93,1.0
Image_4100,384,98,22,46,3.5,0.22
Image_4099,384,109,32,59,3.32,0.29
Image_4090,384,27,10,16,3.88,0.37
Image_4060,384,33,180,77,4.96,5.45
Image_4058,384,7,67,22,1.37,9.57
Image_4057,384,23,49,34,4.11,2.13
Image_4056,384,26,345,95,3.15,13.27
Image_4055,384,18,21,19,1.7,1.17
Image_4054,384,26,16,20,2.3,0.62
Image_4053,384,17,18,17,0.9,1.06
Image_4052,384,36,37,36,2.49,1.03
Image_4051,384,15,16,15,1.48,1.07
Image_4049,384,28,17,22,2.26,0.61
Image_4048,384,20,16,18,1.76,0.8
Image_4047,384,21,33,26,4.03,1.57
Image_4046,384,18,24,21,1.54,1.33
Image_4045,384,22,26,24,1.72,1.18
Image_4044,384,20,22,21,1.63,1.1
Image_4043,384,41,36,38,1.62,0.88
Image_4042,384,24,27,25,1.58,1.12
Image_4041,384,31,22,26,2.7,0.71
Image_4040,384,21,24,22,1.72,1.14
Image_4039,384,13,10,11,2.23,0.77
Image_4038,384,29,27,28,2.02,0.93
Image_4037,384,22,26,24,2.05,1.18
Image_4036,384,20,25,22,1.64,1.25
Image_4035,384,31,23,27,2.6,0.74
Image_4034,384,24,26,25,2.01,1.08
Image_4033,384,23,24,23,2.75,1.04
Image_4032,384,62,63,62,3.48,1.02
Image_4031,384,43,38,40,2.01,0.88
Image_4030,384,29,35,32,2.39,1.21
Image_4029,384,15,25,19,2.04,1.67
Image_4028,384,16,27,21,2.77,1.69
Image_4027,384,36,25,30,2.67,0.69
Image_4026,384,12,18,15,1.49,1.5
Image_4025,384,14,17,15,1.31,1.21
Image_4024,384,24,24,24,1.19,1.0
Image_4022,384,24,25,24,2.03,1.04
Image_4021,384,22,23,22,2.03,1.05
Image_4020,384,30,25,27,2.69,0.83
Image_4019,384,19,17,18,1.31,0.89
Image_4018,384,33,39,36,2.43,1.18
Image_4017,384,19,15,17,1.75,0.79
Image_4016,384,18,21,19,1.31,1.17
Image_4015,384,12,6,8,1.89,0.5
Image_4014,384,10,22,15,1.13,2.2
Image_4013,384,22,23,22,0.69,1.05
Image_4012,384,15,28,20,1.19,1.87
Image_4011,384,18,19,18,0.9,1.06
Image_4010,384,20,34,26,2.81,1.7
Image_4009,384,20,16,18,1.45,0.8
Image_4008,384,13,22,17,1.33,1.69
Image_4007,384,26,15,20,3.36,0.58
Image_4006,384,18,16,17,1.33,0.89
Image_4005,384,19,21,20,2.24,1.11
Image_4004,384,20,17,18,1.95,0.85
Image_4003,384,46,70,57,5.46,1.52
Image_4002,384,24,28,26,1.6,1.17
Image_4001,384,27,28,27,3.02,1.04
Image_4000,384,14,15,14,0.97,1.07
Image_3999,384,18,24,21,1.48,1.33
Image_3998,384,22,26,24,1.72,1.18
Image_3997,384,34,28,31,2.12,0.82
Image_3996,384,14,22,18,1.6,1.57
Image_3995,384,38,36,37,2.49,0.95
Image_3994,384,20,16,18,1.37,0.8
Image_3993,384,13,13,13,1.13,1.0
Image_3992,384,55,36,44,2.75,0.65
Image_3991,384,31,36,33,1.85,1.16
Image_3990,384,39,38,38,2.6,0.97
Image_3989,384,85,45,62,2.95,0.53
Image_3988,384,133,57,87,2.52,0.43
Image_3987,384,44,34,39,2.59,0.77
Image_3986,384,26,34,30,2.56,1.31
Image_3985,384,61,54,57,4.24,0.89
Image_3984,384,51,44,47,2.01,0.86
Image_3983,384,129,72,96,4.61,0.56
Image_3982,384,23,22,22,2.13,0.96
Image_3978,384,21,32,26,2.74,1.52
Image_3977,384,13,50,25,5.47,3.85
Image_3976,384,85,65,74,5.16,0.76
Image_3975,384,35,90,56,3.54,2.57
Image_3974,384,43,38,40,4.62,0.88
Image_3973,384,26,125,57,2.44,4.81
Image_3972,384,42,36,39,2.44,0.86
Image_3971,384,12,16,14,2.5,1.33
Image_3970,384,59,53,56,2.54,0.9
Image_3969,384,40,53,46,3.27,1.32
Image_3968,384,35,39,37,3.16,1.11
Image_3967,384,35,41,38,3.6,1.17
Image_3966,384,58,76,66,2.74,1.31
Image_3965,384,70,59,64,4.3,0.84
Image_3964,384,22,32,27,1.95,1.45
Image_3963,384,53,47,50,4.0,0.89
Image_3962,384,66,50,57,4.91,0.76
Image_3961,384,4,8,6,1.47,2.0
Image_3960,384,67,76,71,1.77,1.13
Image_3959,384,62,77,69,2.68,1.24
Image_3958,384,70,53,61,3.82,0.76
Image_3957,384,59,59,59,4.18,1.0
Image_3956,384,60,40,49,5.35,0.67
Image_3955,384,29,76,47,4.88,2.62
Image_3954,384,69,52,60,2.83,0.75
Image_3953,384,53,114,78,3.71,2.15
Image_3952,384,26,29,27,3.8,1.12
Image_3951,384,14,22,18,2.02,1.57
Image_3950,384,88,115,101,1.75,1.31
Image_3949,384,67,75,71,2.16,1.12
Image_3948,384,42,79,58,2.86,1.88
Image_3947,384,123,124,123,2.79,1.01
Image_3946,384,21,42,30,2.34,2.0
Image_3944,384,16,30,22,2.28,1.88
Image_3943,384,36,24,29,2.04,0.67
Image_3942,384,31,42,36,2.87,1.35
Image_3941,384,45,46,45,5.84,1.02
Image_3940,384,24,19,21,3.23,0.79
Image_3939,384,87,53,68,3.51,0.61
Image_3938,384,72,106,87,3.67,1.47
Image_3937,384,69,103,84,4.14,1.49
Image_3936,384,70,84,77,6.78,1.2
Image_3935,384,66,78,72,4.45,1.18
Image_3934,384,65,79,72,4.3,1.22
Image_3933,384,34,30,32,3.91,0.88
Image_3932,384,77,79,78,4.79,1.03
Image_3931,384,68,90,78,4.24,1.32
Image_3930,384,79,102,90,3.57,1.29
Image_3929,384,54,84,67,5.32,1.56
Image_3928,384,95,60,75,2.79,0.63
Image_3927,384,52,79,64,3.09,1.52
Image_3925,384,43,114,70,4.78,2.65
Image_3924,384,54,67,60,4.73,1.24
Image_3923,384,71,100,84,3.57,1.41
Image_3922,384,60,86,72,4.33,1.43
Image_3921,384,29,19,23,3.53,0.66
Image_3920,384,32,42,37,4.28,1.31
Image_3919,384,58,74,66,4.59,1.28
Image_3918,384,80,104,91,5.73,1.3
Image_3917,384,66,61,63,4.62,0.92
Image_3916,384,59,66,62,3.68,1.12
Image_3915,384,76,99,87,5.03,1.3
Image_3914,384,68,89,78,5.38,1.31
Image_3913,384,94,90,92,4.67,0.96
Image_3912,384,41,70,54,3.51,1.71
Image_3911,384,94,61,76,2.44,0.65
Image_3910,384,67,76,71,5.47,1.13
Image_3909,384,79,73,76,4.56,0.92
Image_3907,384,62,79,70,3.15,1.27
Image_3906,384,121,70,92,6.04,0.58
Image_3905,384,45,78,59,2.95,1.73
Image_3904,384,50,75,61,2.39,1.5
Image_3903,384,78,105,90,5.41,1.35
Image_3902,384,81,129,102,3.09,1.59
Image_3901,384,57,42,49,1.82,0.74
Image_3900,384,45,46,45,3.2,1.02
Image_3899,384,13,19,16,1.73,1.46
Image_3898,384,53,51,52,3.27,0.96
Image_3897,384,49,56,52,1.82,1.14
Image_3896,384,44,60,51,2.89,1.36
Image_3895,384,72,86,79,4.33,1.19
Image_3894,384,46,60,53,2.34,1.3
Image_3893,384,60,89,73,1.73,1.48
Image_3891,384,38,52,44,2.48,1.37
Image_3890,384,51,53,52,1.89,1.04
Image_3889,384,77,70,73,2.34,0.91
Image_3888,384,57,75,65,3.92,1.32
Image_3886,384,70,86,78,1.76,1.23
Image_3885,384,39,39,39,1.9,1.0
Image_3884,384,29,40,34,4.71,1.38
Image_3883,384,43,44,43,2.13,1.02
Image_3882,384,102,121,111,5.69,1.19
Image_3881,384,60,88,73,3.89,1.47
Image_3880,384,27,27,27,1.19,1.0
Image_3879,384,40,135,73,2.62,3.38
Image_3878,384,31,27,29,3.38,0.87
Image_3877,384,15,17,16,1.47,1.13
Image_3876,384,98,79,88,3.7,0.81
Image_3875,384,40,45,42,4.2,1.12
Image_3874,384,51,61,56,2.27,1.2
Image_3869,384,129,10,36,5.44,0.08
Image_3868,384,244,17,64,5.37,0.07
Image_3867,384,198,20,63,5.64,0.1
Image_3866,384,59,7,20,3.86,0.12
Image_3865,384,119,16,44,5.74,0.13
Image_3864,384,281,23,80,9.18,0.08
Image_3862,384,214,10,46,6.47,0.05
Image_3861,384,130,13,41,5.85,0.1
Image_3860,384,67,12,28,2.79,0.18
Image_3859,384,108,9,31,7.74,0.08
Image_3858,384,243,21,71,7.62,0.09
Image_3857,384,210,42,94,9.26,0.2
Image_3856,384,58,18,32,3.16,0.31
Image_3855,384,144,17,49,4.28,0.12
Image_3854,384,179,5,30,11.05,0.03
Image_3853,384,225,12,52,8.51,0.05
Image_3852,384,237,11,51,7.35,0.05
Image_3851,384,205,27,74,6.91,0.13
Image_3850,384,59,14,29,2.74,0.24
Image_3849,384,148,20,54,4.14,0.14
Image_3848,384,170,12,45,7.41,0.07
Image_3847,384,173,37,80,7.84,0.21
Image_3846,384,89,20,42,4.09,0.22
Image_3845,384,206,23,69,5.94,0.11
Image_3844,384,108,12,36,6.54,0.11
Image_3843,384,264,16,65,8.48,0.06
Image_3842,384,87,7,25,5.13,0.08
Image_3841,384,186,15,53,6.55,0.08
Image_3839,384,232,26,78,4.44,0.11
Image_3838,384,176,10,42,8.38,0.06
Image_3837,384,40,40,40,4.24,1.0
Image_3835,384,47,314,121,4.05,6.68
Image_3834,384,38,345,114,2.34,9.08
Image_3833,384,69,49,58,2.59,0.71
Image_3832,384,74,77,75,4.91,1.04
Image_3831,384,55,61,58,4.15,1.11
Image_3829,384,27,39,32,1.85,1.44
Image_3828,384,90,118,103,2.56,1.31
Image_3827,384,43,41,42,5.47,0.95
Image_3826,384,52,77,63,1.76,1.48
Image_3825,384,57,65,61,5.38,1.14
Image_3824,384,103,61,79,5.38,0.59
Image_3823,384,51,40,45,5.36,0.78
Image_3822,384,79,37,54,6.18,0.47
Image_3820,384,72,76,74,8.5,1.06
Image_3819,384,55,54,54,1.33,0.98
Image_3818,384,79,86,82,6.12,1.09
Image_3817,384,106,110,108,5.23,1.04
Image_3816,384,49,59,54,4.94,1.2
Image_3815,384,85,102,93,5.33,1.2
Image_3814,384,107,76,90,2.41,0.71
Image_3813,384,59,77,67,3.56,1.31
Image_3812,384,158,96,123,5.59,0.61
Image_3811,384,103,47,70,5.93,0.46
Image_3810,384,29,312,95,3.56,10.76
Image_3809,384,30,178,73,2.16,5.93
Image_3808,384,151,11,41,1.82,0.07
Image_3807,384,28,96,52,2.53,3.43
Image_3806,384,14,212,54,2.04,15.14
Image_3805,384,21,126,51,1.89,6.0
Image_3803,384,366,50,135,2.73,0.14
Image_3802,384,33,116,62,2.79,3.52
Image_3801,384,18,233,65,1.72,12.94
Image_3800,384,66,71,68,3.52,1.08
Image_3799,384,63,78,70,6.25,1.24
Image_3798,384,29,43,35,2.67,1.48
Image_3797,384,72,40,54,4.68,0.56
Image_3796,384,15,31,22,2.99,2.07
Image_3795,384,61,74,67,5.95,1.21
Image_3794,384,63,51,57,5.5,0.81
Image_3793,384,62,73,67,5.85,1.18
Image_3792,384,78,60,68,5.07,0.77
Image_3791,384,75,58,66,6.35,0.77
Image_3790,384,33,76,50,5.23,2.3
Image_3789,384,14,26,19,2.05,1.86
Image_3788,384,55,102,75,4.36,1.85
Image_3787,384,33,44,38,3.82,1.33
Image_3786,384,33,61,45,3.13,1.85
Image_3756,384,42,43,42,1.91,1.02
Image_3755,384,41,73,55,3.44,1.78
Image_3754,384,33,43,38,1.81,1.3
Image_3753,384,17,17,17,1.49,1.0
Image_3752,384,8,13,10,1.47,1.62
Image_3751,384,44,43,43,3.98,0.98
Image_3750,384,20,20,20,1.81,1.0
Image_3748,384,26,24,25,2.51,0.92
Image_3747,384,23,11,16,2.06,0.48
Image_3746,384,14,16,15,1.58,1.14
Image_3745,384,58,44,51,2.61,0.76
Image_3744,384,17,92,40,3.28,5.41
Image_3743,384,39,167,81,3.02,4.28
Image_3742,384,11,64,27,2.09,5.82
Image_3741,384,36,228,91,3.8,6.33
Image_3740,384,34,243,91,2.18,7.15
Image_3739,384,16,190,55,2.61,11.88
Image_3738,384,14,179,50,3.34,12.79
Image_3737,384,26,168,66,3.07,6.46
Image_3736,384,8,123,31,3.27,15.38
Image_3735,384,13,187,49,1.94,14.38
Image_3734,384,14,80,33,2.38,5.71
Image_3733,384,14,52,27,2.87,3.71
Image_3732,384,26,125,57,2.69,4.81
Image_3731,384,76,78,77,6.97,1.03
Image_3730,384,17,243,64,3.89,14.29
Image_3729,384,14,140,44,3.3,10.0
Image_3728,384,20,66,36,2.13,3.3
Image_3727,384,12,76,30,1.81,6.33
Image_3726,384,15,91,37,2.34,6.07
Image_3725,384,16,204,57,4.33,12.75
Image_3724,384,30,210,79,2.64,7.0
Image_3723,384,24,95,48,3.15,3.96
Image_3722,384,31,107,58,3.21,3.45
Image_3721,384,17,75,36,3.55,4.41
Image_3720,384,32,106,58,4.46,3.31
Image_3719,384,49,170,91,4.0,3.47
Image_3718,384,17,72,35,4.37,4.24
Image_3717,384,21,187,63,3.82,8.9
Image_3716,384,19,202,62,2.72,10.63
Image_3715,384,12,96,34,2.57,8.0
Image_3713,384,19,109,46,4.21,5.74
Image_3712,384,19,181,59,3.65,9.53
Image_3711,384,32,201,80,2.36,6.28
Image_3710,384,50,72,60,3.48,1.44
Image_3709,384,85,85,85,3.04,1.0
Image_3708,384,75,37,53,2.24,0.49
Image_3707,384,51,67,58,4.52,1.31
Image_3706,384,85,28,49,1.54,0.33
Image_3705,384,93,114,103,6.4,1.23
Image_3704,384,61,119,85,8.22,1.95
Image_3703,384,36,116,65,3.96,3.22
Image_3702,384,79,125,99,4.47,1.58
Image_3701,384,87,170,122,5.62,1.95
Image_3700,384,87,70,78,5.56,0.8
Image_3699,384,44,42,43,3.56,0.95
Image_3692,384,132,89,108,1.94,0.67
Image_3691,384,89,67,77,4.0,0.75
Image_3690,384,160,82,115,6.41,0.51
Image_3689,384,76,60,68,4.35,0.79
Image_3688,384,69,91,79,4.88,1.32
Image_3687,384,85,106,95,5.41,1.25
Image_3686,384,122,106,114,3.05,0.87
Image_3685,384,66,108,84,4.34,1.64
Image_3684,384,136,81,105,1.84,0.6
Image_3683,384,102,158,127,6.93,1.55
Image_3682,384,66,64,65,3.51,0.97
Image_3681,384,74,145,104,2.19,1.96
Image_3680,384,97,99,98,5.73,1.02
Image_3679,384,63,80,71,2.97,1.27
Image_3678,384,92,71,81,3.92,0.77
Image_3676,384,103,86,94,3.57,0.83
Image_3640,384,51,78,63,1.76,1.53
Image_3639,384,39,60,48,2.48,1.54
Image_3638,384,66,84,74,4.27,1.27
Image_3637,384,28,31,29,2.31,1.11
Image_3636,384,69,61,65,4.94,0.88
Image_3635,384,51,57,54,2.57,1.12
Image_3634,384,28,33,30,1.89,1.18
Image_3633,384,45,44,44,2.03,0.98
Image_3632,384,27,23,25,2.05,0.85
Image_3631,384,50,53,51,2.32,1.06
Image_3630,384,56,57,56,1.76,1.02
Image_3629,384,63,67,65,3.86,1.06
Image_3628,384,37,37,37,2.84,1.0
Image_3627,384,52,52,52,2.32,1.0
Image_3626,384,72,85,78,3.27,1.18
Image_3625,384,65,61,63,3.36,0.94
Image_3624,384,65,81,73,2.85,1.25
Image_3623,384,53,126,82,3.54,2.38
Image_3622,384,183,70,113,3.64,0.38
Image_3621,384,89,101,95,5.0,1.13
Image_3620,384,52,84,66,4.4,1.62
Image_3619,384,57,62,59,2.51,1.09
Image_3618,384,90,57,72,2.62,0.63
Image_3617,384,73,108,89,2.08,1.48
Image_3616,384,42,93,62,1.3,2.21
Image_3615,384,108,33,60,3.22,0.31
Image_3614,384,89,74,81,4.25,0.83
Image_3613,384,44,58,51,5.83,1.32
Image_3611,384,55,37,45,3.84,0.67
Image_3610,384,79,42,58,3.14,0.53
Image_3609,384,27,24,25,2.61,0.89
Image_3608,384,66,43,53,2.86,0.65
Image_3607,384,76,129,99,3.15,1.7
Image_3606,384,31,28,29,1.59,0.9
Image_3605,384,77,120,96,3.08,1.56
Image_3604,384,77,76,76,3.52,0.99
Image_3603,384,27,40,33,2.85,1.48
Image_3602,384,36,44,40,4.34,1.22
Image_3601,384,54,36,44,3.11,0.67
Image_3600,384,61,62,61,3.43,1.02
Image_3599,384,20,30,24,2.36,1.5
Image_3598,384,9,18,13,1.82,2.0
Image_3597,384,27,42,34,3.67,1.56
Image_3596,384,54,51,52,3.58,0.94
Image_3595,384,45,31,37,3.79,0.69
Image_3594,384,49,25,35,3.22,0.51
Image_3593,384,72,30,46,3.45,0.42
Image_3516,384,57,165,97,2.88,2.89
Image_3515,384,69,108,86,5.88,1.57
Image_3514,384,62,87,73,7.71,1.4
Image_3512,384,57,62,59,4.58,1.09
Image_3511,384,168,64,104,2.85,0.38
Image_3510,384,42,50,46,6.35,1.19
Image_3509,384,26,26,26,1.63,1.0
Image_3508,384,36,46,41,2.31,1.28
Image_3506,384,42,58,49,2.33,1.38
Image_3505,384,59,77,67,2.02,1.31
Image_3504,384,19,25,22,1.72,1.32
Image_3503,384,24,26,25,1.31,1.08
Image_3475,384,12,22,16,2.24,1.83
Image_3474,384,10,9,9,1.19,0.9
Image_3473,384,19,39,27,2.48,2.05
Image_3472,384,17,15,16,1.85,0.88
Image_3471,384,30,16,22,2.43,0.53
Image_3470,384,17,18,17,1.49,1.06
Image_3469,384,22,22,22,3.3,1.0
Image_3468,384,23,22,22,1.69,0.96
Image_3467,384,35,41,38,3.15,1.17
Image_3466,384,35,28,31,1.89,0.8
Image_3465,384,22,11,16,2.05,0.5
Image_3464,384,21,23,22,1.94,1.1
Image_3463,384,32,34,33,2.08,1.06
Image_3462,384,16,21,18,1.28,1.31
Image_3461,384,26,14,19,1.69,0.54
Image_3460,384,24,47,34,4.94,1.96
Image_3459,384,21,21,21,1.83,1.0
Image_3458,384,14,16,15,2.49,1.14
Image_3457,384,27,30,28,2.82,1.11
Image_3456,384,23,25,24,3.84,1.09
Image_3455,384,32,35,33,5.14,1.09
Image_3454,384,54,50,52,4.61,0.93
Image_3453,384,21,17,19,2.46,0.81
Image_3451,384,41,25,32,1.76,0.61
Image_3450,384,25,19,22,2.4,0.76
Image_3449,384,22,21,21,0.69,0.95
Image_3448,384,27,15,20,1.82,0.56
Image_3447,384,59,63,61,6.03,1.07
Image_3446,384,124,77,98,3.15,0.62
Image_3445,384,98,137,116,3.01,1.4
Image_3444,384,61,62,61,1.76,1.02
Image_3442,384,60,66,63,5.86,1.1
Image_3441,384,49,70,59,5.92,1.43
Image_3440,384,81,134,104,6.49,1.65
Image_3439,384,15,20,17,2.08,1.33
Image_3423,384,52,72,61,2.67,1.38
Image_3422,384,27,75,45,6.29,2.78
Image_3421,384,33,40,36,4.4,1.21
Image_3420,384,72,77,74,5.95,1.07
Image_3419,384,26,32,29,2.19,1.23
Image_3418,384,35,25,30,3.57,0.71
Image_3417,384,85,58,70,6.44,0.68
Image_3416,384,17,33,24,2.97,1.94
Image_3415,384,21,32,26,3.2,1.52
Image_3414,384,26,37,31,3.91,1.42
Image_3413,384,26,54,37,2.57,2.08
Image_3412,384,31,51,40,3.56,1.65
Image_3411,384,39,73,53,4.84,1.87
Image_3410,384,36,59,46,4.75,1.64
Image_3409,384,114,103,108,5.25,0.9
Image_3408,384,33,56,43,1.19,1.7
Image_3407,384,37,63,48,3.78,1.7
Image_3406,384,36,31,33,2.89,0.86
Image_3405,384,29,42,35,1.92,1.45
Image_3404,384,17,27,21,3.05,1.59
Image_3403,384,22,37,29,3.26,1.68
Image_3402,384,46,28,36,3.23,0.61
Image_3401,384,17,45,28,2.43,2.65
Image_3400,384,86,97,91,4.32,1.13
Image_3399,384,104,51,73,4.14,0.49
Image_3398,384,130,115,122,5.73,0.88
Image_3397,384,158,101,126,5.18,0.64
Image_3396,384,56,72,63,3.6,1.29
Image_3395,384,98,106,102,5.5,1.08
Image_3394,384,110,71,88,4.19,0.65
Image_3393,384,69,99,83,3.3,1.43
Image_3392,384,86,75,80,2.66,0.87
Image_3391,384,121,68,91,3.27,0.56
Image_3390,384,75,113,92,6.12,1.51
Image_3389,384,135,80,104,4.26,0.59
Image_3387,384,126,85,103,4.83,0.67
